2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
2187, 0
